age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,fnlwgt__log,fnlwgt__bin,education_num__bin,capital_gain__log,capital_gain__sqrt,hours_per_week__log,hours_per_week__bin,age__x__fnlwgt,age__x__education_num,age__div__education_num,age__div__capital_gain,age__div__capital_loss,age__x__hours_per_week,age__minus__hours_per_week,age__div__hours_per_week,fnlwgt__x__education_num,fnlwgt__div__education_num,fnlwgt__x__capital_gain,fnlwgt__div__capital_gain,fnlwgt__x__capital_loss,fnlwgt__div__capital_loss,fnlwgt__x__hours_per_week,fnlwgt__div__hours_per_week,education_num__div__capital_gain,income
22,Private,38251,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,10.551951125469433,0,2,0.0,0.0,3.58351893845611,0,841522,264,1.8333333318055554,2200000000.0,2200000000.0,770,-13,0.6285714283918368,459012,3187.5833306770137,0,3825100000000.0,0,3825100000000.0,1338785,1092.8857139734612,1200000000.0,0
60,?,251572,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,35,Poland,12.435488484854401,3,0,0.0,0.0,3.58351893845611,0,15094320,540,6.666666659259259,6000000000.0,6000000000.0,2100,25,1.7142857137959184,2264148,27952.44441338617,0,25157200000000.0,0,25157200000000.0,8805020,7187.771426517779,900000000.0,0
34,?,317219,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,12.667350818457551,4,1,0.0,0.0,3.044522437723423,0,10785446,340,3.3999999965999996,3400000000.0,3400000000.0,680,14,1.6999999991499999,3172190,31721.899968278096,0,31721900000000.0,0,31721900000000.0,6344380,15860.949992069525,1000000000.0,1
54,Local-gov,186884,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States,12.138248733401074,2,1,0.0,0.0,3.4339872044851463,0,10091736,540,5.3999999946,5400000000.0,5400000000.0,1620,24,1.7999999994,1868840,18688.3999813116,0,18688400000000.0,0,18688400000000.0,5606520,6229.466664590178,1000000000.0,0
19,Private,414871,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,12.935725317902428,4,0,0.0,0.0,3.713572066704308,1,7882549,171,2.111111108765432,1900000000.0,1900000000.0,760,-21,0.47499999988124997,3733839,46096.77772655913,0,41487100000000.0,0,41487100000000.0,16594840,10371.774997407056,900000000.0,0
61,Private,86067,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,11.362892960473342,0,2,9.617470759403409,122.5724275683565,3.713572066704308,1,5250087,732,5.083333329097222,0.0040601703940335064,6100000000.0,2440,21,1.52499999961875,1032804,7172.249994023125,1293070608,5.728634185299701,0,8606700000000.0,3442680,2151.6749994620814,0.0007987220447279028,1
46,Private,148738,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1740,35,United-States,11.90994837109364,1,0,0.0,0.0,3.58351893845611,0,6841948,414,5.111111105432098,4600000000.0,0.026436781609043468,1610,11,1.314285713910204,1338642,16526.444426081725,0,14873800000000.0,258804120,85.48160919491103,5205830,4249.657141642955,900000000.0,0
63,Private,175777,10th,6,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,12.076977114195222,2,0,0.0,0.0,3.713572066704308,1,11073951,378,10.4999999825,6300000000.0,6300000000.0,2520,23,1.57499999960625,1054662,29296.16661783972,0,17577700000000.0,0,17577700000000.0,7031080,4394.424998901393,600000000.0,0
34,Private,231238,9th,5,Separated,Farming-fishing,Unmarried,Black,Male,0,0,40,United-States,12.351207086675732,3,0,0.0,0.0,3.713572066704308,1,7862092,170,6.7999999864000005,3400000000.0,3400000000.0,1360,-6,0.8499999997875,1156190,46247.5999075048,0,23123800000000.0,0,23123800000000.0,9249520,5780.949998554763,500000000.0,0
43,Federal-gov,214541,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,12.276260802378873,3,1,0.0,0.0,3.713572066704308,1,9225263,430,4.2999999956999995,4300000000.0,4300000000.0,1720,3,1.07499999973125,2145410,21454.0999785459,0,21454100000000.0,0,21454100000000.0,8581640,5363.524998659119,1000000000.0,1
45,Self-emp-not-inc,210364,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,80,United-States,12.256599396198142,3,0,9.617470759403409,122.5724275683565,4.394449154672439,3,9466380,405,4.999999994444444,0.0029952076677296356,4500000000.0,3600,-35,0.5624999999296876,1893276,23373.777751806912,3160508736,14.001863684761712,0,21036400000000.0,16829120,2629.5499996713065,0.0005990415335459271,1
35,Private,92028,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,11.429859023751918,0,3,0.0,0.0,3.9318256327243257,3,3220980,490,2.4999999982142858,3500000000.0,3500000000.0,1750,-15,0.6999999998599999,1288392,6573.428566733265,0,9202800000000.0,0,9202800000000.0,4601400,1840.5599996318879,1400000000.0,1
28,Private,161674,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,11.993343426314793,2,0,0.0,0.0,3.713572066704308,1,4526872,252,3.1111111076543208,2800000000.0,2800000000.0,1120,-12,0.6999999998249999,1455066,17963.777757818025,0,16167400000000.0,0,16167400000000.0,6466960,4041.849998989537,900000000.0,0
34,Private,29235,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,10.283156105600282,0,2,0.0,0.0,3.713572066704308,1,993990,408,2.833333330972222,3400000000.0,3400000000.0,1360,-6,0.8499999997875,350820,2436.2499979697914,0,2923500000000.0,0,2923500000000.0,1169400,730.8749998172813,1200000000.0,0
51,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,12.308958601990298,3,3,9.617470759403409,122.5724275683565,3.9318256327243257,3,11305272,714,3.642857140255102,0.003394568690093587,5100000000.0,2550,1,1.019999999796,3103408,15833.714274404489,3330400128,14.754526091576974,0,22167200000000.0,11083600,4433.439999113312,0.0009318423855158867,1
55,Local-gov,107308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,11.583467802081742,1,3,0.0,0.0,3.713572066704308,1,5901940,770,3.928571425765306,5500000000.0,5500000000.0,2200,15,1.37499999965625,1502312,7664.857137382244,0,10730800000000.0,0,10730800000000.0,4292320,2682.699999329325,1400000000.0,1
20,Private,223811,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,12.318561692725448,3,0,0.0,0.0,3.713572066704308,1,4476220,180,2.2222222197530863,2000000000.0,2000000000.0,800,-20,0.499999999875,2014299,24867.8888612579,0,22381100000000.0,0,22381100000000.0,8952440,5595.274998601181,900000000.0,0
60,Self-emp-inc,93272,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,11.443285955886815,0,0,0.0,0.0,4.110873864173311,3,5596320,240,14.9999999625,6000000000.0,6000000000.0,3600,0,0.9999999998333333,373088,23317.999941705002,0,9327200000000.0,0,9327200000000.0,5596320,1554.5333330742444,400000000.0,0
34,Private,314646,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,12.659206654506322,4,0,0.0,0.0,3.713572066704308,1,10697964,170,6.7999999864000005,3400000000.0,3400000000.0,1360,-6,0.8499999997875,1573230,62929.1998741416,0,31464600000000.0,0,31464600000000.0,12585840,7866.149998033462,500000000.0,0
53,Private,355802,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,30,United-States,12.78213248588153,4,1,0.0,0.0,3.4339872044851463,0,18857506,530,5.299999994699999,5300000000.0,5300000000.0,1590,23,1.7666666660777777,3558020,35580.1999644198,0,35580200000000.0,0,35580200000000.0,10674060,11860.06666271331,1000000000.0,0
39,Private,306646,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,12.633452527865886,4,1,8.04044688130311,55.70457790882182,3.9318256327243257,3,11959194,390,3.8999999960999996,0.012568482114042642,3900000000.0,1950,-11,0.779999999844,3066460,30664.5999693354,951522538,98.82242990622359,0,30664600000000.0,15332300,6132.9199987734155,0.0032226877215493954,1
37,Private,234901,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,12.366923684872146,3,1,0.0,0.0,3.9318256327243257,3,8691337,370,3.6999999963,3700000000.0,3700000000.0,1850,-13,0.7399999998519999,2349010,23490.099976509897,0,23490100000000.0,0,23490100000000.0,11745050,4698.019999060396,1000000000.0,1
56,Local-gov,370045,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,12.821382601217103,4,2,0.0,0.0,3.713572066704308,1,20722520,728,4.307692304378698,5600000000.0,5600000000.0,2240,16,1.3999999996499999,4810585,28464.999978103846,0,37004500000000.0,0,37004500000000.0,14801800,9251.124997687219,1300000000.0,1
31,Federal-gov,101345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,11.5262956839084,0,0,0.0,0.0,3.713572066704308,1,3141695,279,3.444444440617284,3100000000.0,3100000000.0,1240,-9,0.77499999980625,912105,11260.555543043825,0,10134500000000.0,0,10134500000000.0,4053800,2533.624999366594,900000000.0,0
28,Local-gov,154863,9th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,11.95030259138887,1,0,0.0,0.0,3.713572066704308,1,4336164,140,5.5999999888000005,2800000000.0,2800000000.0,1120,-12,0.6999999998249999,774315,30972.599938054802,0,15486300000000.0,0,15486300000000.0,6194520,3871.574999032106,500000000.0,1
53,Private,79324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,11.281308616451396,0,0,0.0,0.0,3.713572066704308,1,4204172,477,5.888888882345679,5300000000.0,5300000000.0,2120,13,1.32499999966875,713916,8813.777767984691,0,7932400000000.0,0,7932400000000.0,3172960,1983.099999504225,900000000.0,1
35,Private,156728,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,11.962273478228346,1,0,0.0,0.0,3.713572066704308,1,5485480,315,3.888888884567901,3500000000.0,3500000000.0,1400,-5,0.87499999978125,1410552,17414.222202873087,0,15672800000000.0,0,15672800000000.0,6269120,3918.19999902045,900000000.0,0
36,?,94954,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,11.461158374148345,0,2,0.0,0.0,3.044522437723423,0,3418344,396,3.2727272697520657,3600000000.0,3600000000.0,720,16,1.7999999991,1044494,8632.18181033438,0,9495400000000.0,0,9495400000000.0,1899080,4747.6999976261495,1100000000.0,0
25,Private,469697,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,13.059845213968977,4,1,0.0,0.0,3.713572066704308,1,11742425,250,2.4999999975,2500000000.0,2500000000.0,1000,-15,0.62499999984375,4696970,46969.69995303029,0,46969700000000.0,0,46969700000000.0,18787880,11742.424997064394,1000000000.0,0
43,Self-emp-inc,151089,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,11.925630964733887,1,0,0.0,0.0,3.9318256327243257,3,6496827,387,4.777777772469135,4300000000.0,4300000000.0,2150,-7,0.859999999828,1359801,16787.666648013703,0,15108900000000.0,0,15108900000000.0,7554450,3021.779999395644,900000000.0,0
47,Private,105381,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,11.565347122516563,0,0,0.0,0.0,3.713572066704308,1,4952907,423,5.222222216419753,4700000000.0,4700000000.0,1880,7,1.17499999970625,948429,11708.999986989998,0,10538100000000.0,0,10538100000000.0,4215240,2634.5249993413686,900000000.0,0
37,Private,348796,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,12.762245370062542,4,2,0.0,0.0,3.713572066704308,1,12905452,481,2.8461538439644967,3700000000.0,3700000000.0,1480,-3,0.92499999976875,4534348,26830.46151782272,0,34879600000000.0,0,34879600000000.0,13951840,8719.899997820025,1300000000.0,0
47,Private,187969,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,12.14403765461064,2,0,0.0,0.0,3.6635616461296463,1,8834543,329,6.714285704693878,4700000000.0,4700000000.0,1786,9,1.236842104937673,1315783,26852.714247353266,0,18796900000000.0,0,18796900000000.0,7142822,4946.552630277223,700000000.0,0
38,Private,607848,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,13.31768177483987,4,2,0.0,0.0,3.713572066704308,1,23098224,494,2.923076920828402,3800000000.0,3800000000.0,1520,-2,0.9499999997624999,7902024,46757.53842557112,0,60784800000000.0,0,60784800000000.0,24313920,15196.19999620095,1300000000.0,1
25,Local-gov,77698,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,11.260597666260049,0,1,0.0,0.0,3.713572066704308,1,1942450,250,2.4999999975,2500000000.0,2500000000.0,1000,-15,0.62499999984375,776980,7769.7999922302,0,7769800000000.0,0,7769800000000.0,3107920,1942.4499995143874,1000000000.0,0
36,Private,405155,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,12.912027457109092,4,0,0.0,0.0,3.713572066704308,1,14585580,108,11.99999996,3600000000.0,3600000000.0,1440,-4,0.899999999775,1215465,135051.66621649446,0,40515500000000.0,0,40515500000000.0,16206200,10128.874997467781,300000000.0,0
25,Private,251915,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,12.436850977592323,3,2,0.0,0.0,3.713572066704308,1,6297875,325,1.923076921597633,2500000000.0,2500000000.0,1000,-15,0.62499999984375,3274895,19378.076908170708,0,25191500000000.0,0,25191500000000.0,10076600,6297.874998425531,1300000000.0,0
55,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,10.176981954277059,0,2,0.0,0.0,3.6635616461296463,1,1445950,605,4.999999995454545,5500000000.0,5500000000.0,2090,17,1.4473684206717452,289190,2389.9999978272726,0,2629000000000.0,0,2629000000000.0,999020,691.8421050810941,1100000000.0,0
20,Private,188300,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,12.145797025305598,2,1,0.0,0.0,3.713572066704308,1,3766000,200,1.9999999979999998,2000000000.0,2000000000.0,800,-20,0.499999999875,1883000,18829.99998117,0,18830000000000.0,0,18830000000000.0,7532000,4707.499998823125,1000000000.0,0
30,Self-emp-not-inc,523095,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,13.167520282607997,4,1,0.0,0.0,3.828641396489095,2,15692850,300,2.9999999969999998,3000000000.0,3000000000.0,1350,-15,0.6666666665185185,5230950,52309.49994769049,0,52309500000000.0,0,52309500000000.0,23539275,11624.333330750147,1000000000.0,0
32,Private,154087,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,11.945279146764058,1,0,0.0,0.0,3.713572066704308,1,4930784,288,3.5555555516049377,3200000000.0,3200000000.0,1280,-8,0.7999999998,1386783,17120.77775875469,0,15408700000000.0,0,15408700000000.0,6163480,3852.1749990369563,900000000.0,0
57,Private,49893,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,10.817656034029183,0,3,0.0,0.0,4.110873864173311,3,2843901,798,4.071428568520408,5700000000.0,5700000000.0,3420,-3,0.9499999998416666,698502,3563.7857117401527,0,4989300000000.0,0,4989300000000.0,2993580,831.5499998614083,1400000000.0,1
20,Private,528616,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,13.178019441058952,4,0,0.0,0.0,3.713572066704308,1,10572320,60,6.666666644444445,2000000000.0,2000000000.0,800,-20,0.499999999875,1585848,176205.33274598222,0,52861600000000.0,0,52861600000000.0,21144640,13215.39999669615,300000000.0,0
25,?,344719,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,4,United-States,12.75048777228972,4,0,0.0,0.0,1.6094379124341003,0,8617975,225,2.7777777746913577,2500000000.0,2500000000.0,100,21,6.249999984375,3102471,38302.111068553204,0,34471900000000.0,0,34471900000000.0,1378876,86179.74978455063,900000000.0,0
30,Private,329425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,12.705107025001166,4,0,0.0,0.0,3.713572066704308,1,9882750,270,3.3333333296296295,3000000000.0,3000000000.0,1200,-10,0.7499999998125,2964825,36602.77773710802,0,32942500000000.0,0,32942500000000.0,13177000,8235.624997941093,900000000.0,0
19,Private,187352,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,12.140749816903877,2,0,0.0,0.0,3.713572066704308,1,3559688,171,2.111111108765432,1900000000.0,1900000000.0,760,-21,0.47499999988124997,1686168,20816.88886575901,0,18735200000000.0,0,18735200000000.0,7494080,4683.79999882905,900000000.0,0
19,Private,279968,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,12.542434161736393,4,1,0.0,0.0,3.044522437723423,0,5319392,190,1.8999999980999998,1900000000.0,1900000000.0,380,-1,0.9499999995249999,2799680,27996.7999720032,0,27996800000000.0,0,27996800000000.0,5599360,13998.3999930008,1000000000.0,0
34,Private,155151,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,11.952160560544327,1,1,0.0,0.0,3.713572066704308,1,5275134,340,3.3999999965999996,3400000000.0,3400000000.0,1360,-6,0.8499999997875,1551510,15515.0999844849,0,15515100000000.0,0,15515100000000.0,6206040,3878.7749990303064,1000000000.0,1
27,Private,195337,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,12.182486670390643,2,1,0.0,0.0,3.713572066704308,1,5274099,270,2.6999999973,2700000000.0,2700000000.0,1080,-13,0.67499999983125,1953370,19533.6999804663,0,19533700000000.0,0,19533700000000.0,7813480,4883.424998779144,1000000000.0,0
32,Private,184440,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,40,United-States,12.125084908123338,2,1,8.150467911624004,58.855755878248644,3.713572066704308,1,5902080,320,3.1999999968,0.009237875288656935,3200000000.0,1280,-8,0.7999999998,1844400,18443.999981555997,638900160,53.244803694996406,0,18444000000000.0,7377600,4610.99999884725,0.0028868360277052923,0
50,Private,35224,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,10.469511336766882,0,0,0.0,0.0,3.713572066704308,1,1761200,450,5.555555549382715,5000000000.0,5000000000.0,2000,10,1.2499999996875,317016,3913.7777734291353,0,3522400000000.0,0,3522400000000.0,1408960,880.59999977985,900000000.0,0
33,Self-emp-not-inc,167476,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,7,United-States,12.02860130738607,2,0,0.0,0.0,2.0794415416798357,0,5526708,231,4.714285707551021,3300000000.0,3300000000.0,231,26,4.714285707551021,1172332,23925.14282296408,0,16747600000000.0,0,16747600000000.0,1172332,23925.14282296408,700000000.0,0
44,Private,71269,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,11.174230760495917,0,1,0.0,0.0,3.9318256327243257,3,3135836,440,4.3999999956,4400000000.0,4400000000.0,2200,-6,0.879999999824,712690,7126.899992873099,0,7126900000000.0,0,7126900000000.0,3563450,1425.379999714924,1000000000.0,0
40,Local-gov,27444,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,10.21993928098399,0,2,0.0,0.0,3.9318256327243257,3,1097760,520,3.0769230745562126,4000000000.0,4000000000.0,2000,-10,0.79999999984,356772,2111.076921453018,0,2744400000000.0,0,2744400000000.0,1372200,548.879999890224,1300000000.0,1
32,Private,147284,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,11.900124764271501,1,2,0.0,0.0,3.9318256327243257,3,4713088,352,2.9090909064462807,3200000000.0,3200000000.0,1600,-18,0.639999999872,1620124,13389.454533282313,0,14728400000000.0,0,14728400000000.0,7364200,2945.6799994108637,1100000000.0,1
36,Private,297449,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,12.603001422616051,4,2,9.552865680310473,118.67602959317438,3.713572066704308,1,10708164,468,2.7692307671005914,0.0025560920193108804,3600000000.0,1440,-4,0.899999999775,3866837,22880.692290091774,4189271716,21.119639307000057,0,29744900000000.0,11897960,7436.224998140943,0.0009230332291955956,1
20,Private,303565,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,Germany,12.623354328772509,4,1,0.0,0.0,3.713572066704308,1,6071300,200,1.9999999979999998,2000000000.0,2000000000.0,800,-20,0.499999999875,3035650,30356.499969643497,0,30356500000000.0,0,30356500000000.0,12142600,7589.124998102719,1000000000.0,0
28,Private,96020,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,11.472322196527681,0,2,0.0,0.0,3.713572066704308,1,2688560,364,2.153846152189349,2800000000.0,2800000000.0,1120,-12,0.6999999998249999,1248260,7386.153840472189,0,9602000000000.0,0,9602000000000.0,3840800,2400.499999399875,1300000000.0,0
32,Self-emp-not-inc,84119,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,11.339999629816637,0,0,0.0,0.0,3.828641396489095,2,2691808,288,3.5555555516049377,3200000000.0,3200000000.0,1440,-13,0.7111111109530864,757071,9346.555545170493,0,8411900000000.0,0,8411900000000.0,3785355,1869.3111106957085,900000000.0,0
82,Self-emp-inc,130329,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,11.777824974524766,1,0,0.0,0.0,3.9318256327243257,3,10686978,328,20.499999948750002,8200000000.0,8200000000.0,4100,32,1.639999999672,521316,32582.249918544374,0,13032900000000.0,0,13032900000000.0,6516450,2606.579999478684,400000000.0,0
33,Private,199227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,12.202205176503684,3,2,0.0,0.0,4.02535169073515,3,6574491,429,2.5384615365088754,3300000000.0,3300000000.0,1815,-22,0.5999999998909091,2589951,15325.153834365265,0,19922700000000.0,0,19922700000000.0,10957485,3622.309090250489,1300000000.0,1
