age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,capital_gain__log,capital_gain__bin,age__x__fnlwgt,age__x__education_num,age__div__education_num,age__x__capital_gain,age__div__capital_gain,age__x__capital_loss,age__div__capital_loss,age__x__hours_per_week,age__minus__hours_per_week,age__div__hours_per_week,fnlwgt__x__education_num,fnlwgt__div__education_num,fnlwgt__x__capital_gain,fnlwgt__div__capital_gain,fnlwgt__x__capital_loss,fnlwgt__div__capital_loss,fnlwgt__x__hours_per_week,fnlwgt__div__hours_per_week,education_num__x__capital_gain,education_num__div__capital_gain,income
63,Federal-gov,88824,7th-8th,4,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,0,0,30,England,0.0,0,5595912,252,15.749999960625,0,6300000000.0,0,6300000000.0,1890,33,2.0999999993,355296,22205.999944485,0,8882400000000.0,0,8882400000000.0,2664720,2960.7999990130666,0,400000000.0,0
32,State-gov,125109,12th,8,Married-AF-spouse,Farming-fishing,Other-relative,Black,Female,0,0,38,India,0.0,0,4003488,256,3.9999999949999996,0,3200000000.0,0,3200000000.0,1216,-6,0.8421052629362881,1000872,15638.624980451717,0,12510900000000.0,0,12510900000000.0,4754142,3292.342104396752,0,800000000.0,0
62,Self-emp-not-inc,82645,10th,6,Divorced,Craft-repair,Unmarried,Other,Male,7688,0,40,Japan,8.94754601503218,0,5123990,372,10.333333316111112,476656,0.008064516129021768,0,6200000000.0,2480,22,1.5499999996125,495870,13774.166643709723,635374760,10.749869927145227,0,8264500000000.0,3305800,2066.124999483469,46128,0.0007804370447440421,0
36,State-gov,359219,9th,5,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,55,Japan,0.0,0,12931884,180,7.1999999856,0,3600000000.0,0,3600000000.0,1980,-19,0.6545454544264463,1796095,71843.7998563124,0,35921900000000.0,0,35921900000000.0,19757045,6531.254544267044,0,500000000.0,0
36,Federal-gov,356277,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,20,England,0.0,0,12825972,396,3.2727272697520657,0,3600000000.0,0,3600000000.0,720,16,1.7999999991,3919047,32388.8181523738,0,35627700000000.0,0,35627700000000.0,7125540,17813.849991093073,0,1100000000.0,0
43,State-gov,259546,Assoc-voc,11,Never-married,Armed-Forces,Unmarried,Black,Female,0,2824,45,South,0.0,0,11160478,473,3.9090909055371896,0,4300000000.0,121432,0.015226628895130217,1935,-2,0.9555555553432099,2855006,23595.090887640825,0,25954600000000.0,732957904,91.90722379570855,11679570,5767.68888760718,0,1100000000.0,1
43,Without-pay,249767,11th,7,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,50,Cuba,0.0,0,10739981,301,6.142857134081633,0,4300000000.0,0,4300000000.0,2150,-7,0.859999999828,1748369,35680.999949027144,0,24976700000000.0,0,24976700000000.0,12488350,4995.339999000932,0,700000000.0,1
52,State-gov,361974,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,38,England,0.0,0,18822648,468,5.777777771358024,0,5200000000.0,0,5200000000.0,1976,14,1.3684210522714682,3257766,40219.33328864518,0,36197400000000.0,0,36197400000000.0,13755012,9525.631576440623,0,900000000.0,0
47,Without-pay,227892,Doctorate,16,Married-AF-spouse,Transport-moving,Other-relative,White,Male,0,0,40,India,0.0,0,10710924,752,2.9374999981640624,0,4700000000.0,0,4700000000.0,1880,7,1.17499999970625,3646272,14243.249991097968,0,22789200000000.0,0,22789200000000.0,9115680,5697.299998575675,0,1600000000.0,0
36,Self-emp-not-inc,98084,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,5178,0,40,England,8.552367266423891,0,3531024,324,3.999999995555555,186408,0.006952491309372436,0,3600000000.0,1440,-4,0.899999999775,882756,10898.222210113085,507878952,18.942448821902392,0,9808400000000.0,3923360,2452.099999386975,46602,0.001738122827343109,0
64,Federal-gov,395496,Prof-school,15,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,25,Japan,0.0,0,25311744,960,4.266666663822222,0,6400000000.0,0,6400000000.0,1600,39,2.559999998976,5932440,26366.399982422397,0,39549600000000.0,0,39549600000000.0,9887400,15819.839993672063,0,1500000000.0,0
57,Without-pay,178710,7th-8th,4,Married-AF-spouse,Machine-op-inspct,Other-relative,White,Female,14084,0,40,Mexico,9.552865680310473,1,10186470,228,14.249999964375,802788,0.004047145697242227,0,5700000000.0,2280,17,1.42499999964375,714840,44677.49988830625,2516951640,12.688866799195761,0,17871000000000.0,7148400,4467.749998883062,56336,0.0002840102243678756,0
34,State-gov,163447,12th,8,Divorced,Priv-house-serv,Not-in-family,Other,Male,7688,0,35,Mexico,8.94754601503218,0,5557198,272,4.249999994687499,261392,0.004422476586882905,0,3400000000.0,1190,-1,0.9714285711510204,1307576,20430.874974461403,1256580536,21.260015608713243,0,16344700000000.0,5720645,4669.914284380025,61504,0.0010405827263253896,1
59,Self-emp-not-inc,302370,Some-college,10,Widowed,Craft-repair,Not-in-family,Other,Male,0,0,40,England,0.0,0,17839830,590,5.8999999941,0,5900000000.0,0,5900000000.0,2360,19,1.47499999963125,3023700,30236.999969762997,0,30237000000000.0,0,30237000000000.0,12094800,7559.249998110187,0,1000000000.0,0
45,Private,278619,Masters,14,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,0,60,England,0.0,0,12537855,630,3.214285711989796,0,4500000000.0,0,4500000000.0,2700,-15,0.749999999875,3900666,19901.35712864189,0,27861900000000.0,0,27861900000000.0,16717140,4643.649999226058,0,1400000000.0,0
57,Federal-gov,97384,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,El-Salvador,0.0,0,5550888,570,5.6999999943,0,5700000000.0,0,5700000000.0,3420,-3,0.9499999998416666,973840,9738.3999902616,0,9738400000000.0,0,9738400000000.0,5843040,1623.0666663961556,0,1000000000.0,0
65,Federal-gov,107175,Prof-school,15,Separated,Priv-house-serv,Unmarried,Black,Male,0,0,50,India,0.0,0,6966375,975,4.333333330444444,0,6500000000.0,0,6500000000.0,3250,15,1.29999999974,1607625,7144.999995236666,0,10717500000000.0,0,10717500000000.0,5358750,2143.4999995713,0,1500000000.0,1
58,Private,118897,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,14084,0,60,South,9.552865680310473,1,6896026,522,6.44444443728395,816872,0.004118148253334196,0,5800000000.0,3480,-2,0.9666666665055555,1070073,13210.777763099135,1674545348,8.441990911666826,0,11889700000000.0,7133820,1981.6166663363972,126756,0.0006390230048277201,0
23,Private,271907,Bachelors,13,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,7688,2042,45,India,8.94754601503218,0,6253861,299,1.7692307678698225,176824,0.002991675338185495,46966,0.011263467188975205,1035,-22,0.5111111109975308,3534791,20915.923060833906,2090421016,35.367715920869706,555234094,133.1571988240296,12235815,6042.377776435027,99944,0.001690946930278758,0
28,Federal-gov,361328,11th,7,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,0.0,0,10117184,196,3.9999999942857145,0,2800000000.0,0,2800000000.0,1680,-32,0.4666666665888889,2529296,51618.285640545306,0,36132800000000.0,0,36132800000000.0,21679680,6022.133332329644,0,700000000.0,1
28,State-gov,341382,Some-college,10,Separated,Handlers-cleaners,Unmarried,Other,Male,0,0,60,Jamaica,0.0,0,9558696,280,2.7999999971999996,0,2800000000.0,0,2800000000.0,1680,-32,0.4666666665888889,3413820,34138.1999658618,0,34138200000000.0,0,34138200000000.0,20482920,5689.699999051717,0,1000000000.0,0
46,Self-emp-inc,133035,12th,8,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,15024,0,60,United-States,9.617470759403409,1,6119610,368,5.7499999928125,691104,0.0030617678381236273,0,4600000000.0,2760,-14,0.7666666665388889,1064280,16629.37497921328,1998717840,8.854832268364714,0,13303500000000.0,7982100,2217.249999630458,120192,0.0005324813631519352,1
34,Private,150168,1st-4th,2,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,7688,0,45,Puerto-Rico,8.94754601503218,0,5105712,68,16.999999915,261392,0.004422476586882905,0,3400000000.0,1530,-11,0.7555555553876543,300336,75083.99962458,1154491584,19.532778355853885,0,15016800000000.0,6757560,3337.0666659250965,15376,0.0002601456815813474,0
25,Federal-gov,362775,Bachelors,13,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,25,Puerto-Rico,0.0,0,9069375,325,1.923076921597633,0,2500000000.0,0,2500000000.0,625,0,0.9999999996,4716075,27905.769209303253,0,36277500000000.0,0,36277500000000.0,9069375,14510.9999941956,0,1300000000.0,0
54,Without-pay,346709,1st-4th,2,Never-married,Tech-support,Other-relative,White,Female,0,0,20,England,0.0,0,18722286,108,26.999999865000003,0,5400000000.0,0,5400000000.0,1080,34,2.69999999865,693418,173354.4991332275,0,34670900000000.0,0,34670900000000.0,6934180,17335.449991332272,0,200000000.0,0
18,Federal-gov,130211,Masters,14,Married-AF-spouse,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,0,2824,40,Puerto-Rico,0.0,0,2343798,252,1.2857142847959182,0,1800000000.0,50832,0.006373937677031254,720,-22,0.4499999998875,1822954,9300.785707642295,0,13021100000000.0,367715864,46.10871104799537,5208440,3255.274999186181,0,1400000000.0,0
55,State-gov,67152,Doctorate,16,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,15024,0,38,India,9.617470759403409,1,3693360,880,3.437499997851562,826320,0.0036608093716695546,0,5500000000.0,2090,17,1.4473684206717452,1074432,4196.9999973768745,1008891648,4.469648562297344,0,6715200000000.0,2551776,1767.1578942718006,240384,0.0010649627263038704,0
42,Private,222852,12th,8,Separated,Transport-moving,Other-relative,Black,Female,99999,0,25,Canada,11.512925464970229,1,9359784,336,5.249999993437499,4199958,0.00042000420004195845,0,4200000000.0,1050,17,1.679999999328,1782816,27856.499965179373,22284977148,2.2285422854226313,0,22285200000000.0,5571300,8914.079996434368,799992,8.000080000799208e-05,0
46,Federal-gov,81745,5th-6th,3,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,7688,2824,40,India,8.94754601503218,0,3760270,138,15.333333282222222,353648,0.00598335067637099,129904,0.016288951841302093,1840,6,1.1499999997124999,245235,27248.333242505556,628455560,10.63280437043362,230847880,28.94652974493999,3269800,2043.6249994890936,23064,0.00039021852237202103,0
50,Self-emp-not-inc,130872,HS-grad,9,Married-AF-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,2042,40,Dominican-Republic,0.0,0,6543600,450,5.555555549382715,0,5000000000.0,102100,0.02448579823690262,2000,10,1.2499999996875,1177848,14541.333317176295,0,13087200000000.0,267240624,64.09010773719838,5234880,3271.7999991820498,0,900000000.0,0
61,Self-emp-not-inc,327265,11th,7,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Dominican-Republic,0.0,0,19963165,427,8.714285701836735,0,6100000000.0,0,6100000000.0,2440,21,1.52499999961875,2290855,46752.14279035408,0,32726500000000.0,0,32726500000000.0,13090600,8181.624997954594,0,700000000.0,0
65,Without-pay,362378,5th-6th,3,Widowed,Handlers-cleaners,Unmarried,White,Female,7688,0,35,Philippines,8.94754601503218,0,23554570,195,21.666666594444447,499720,0.00845473465139379,0,6500000000.0,2275,30,1.8571428566122448,1087134,120792.66626402445,2785962064,47.13553590004275,0,36237800000000.0,12683230,10353.657139898954,23064,0.00039021852237202103,0
42,Self-emp-not-inc,169325,HS-grad,9,Married-AF-spouse,Armed-Forces,Not-in-family,White,Male,0,0,38,Canada,0.0,0,7111650,378,4.666666661481481,0,4200000000.0,0,4200000000.0,1596,4,1.105263157603878,1523925,18813.888867984566,0,16932500000000.0,0,16932500000000.0,6434350,4455.921051458968,0,900000000.0,0
23,Without-pay,394803,5th-6th,3,Never-married,Prof-specialty,Own-child,Black,Female,0,0,20,China,0.0,0,9080469,69,7.666666641111111,0,2300000000.0,0,2300000000.0,460,3,1.1499999994249999,1184409,131600.99956133,0,39480300000000.0,0,39480300000000.0,7896060,19740.149990129925,0,300000000.0,1
57,State-gov,157090,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,5178,0,38,India,8.552367266423891,0,8954130,570,5.6999999943,295146,0.01100811123983969,0,5700000000.0,2166,19,1.499999999605263,1570900,15708.999984290998,813412020,30.337968327481,0,15709000000000.0,5969420,4133.947367333171,51780,0.0019312475859367879,0
29,Without-pay,284218,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,South,0.0,0,8242322,261,3.222222218641975,0,2900000000.0,0,2900000000.0,1015,-6,0.8285714283346939,2557962,31579.777742689133,0,28421800000000.0,0,28421800000000.0,9947630,8120.514283394138,0,900000000.0,0
36,State-gov,181400,Preschool,1,Married-AF-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,99999,0,50,Canada,11.512925464970229,1,6530400,36,35.999999640000006,3599964,0.00036000360003596434,0,3600000000.0,1800,-14,0.7199999998559999,181400,181399.99818600004,18139818600,1.8140181401812205,0,18140000000000.0,9070000,3627.9999992744,99999,1.000010000099901e-05,0
30,Without-pay,313097,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,England,0.0,0,9392910,270,3.3333333296296295,0,3000000000.0,0,3000000000.0,1200,-10,0.7499999998125,2817873,34788.5555169016,0,31309700000000.0,0,31309700000000.0,12523880,7827.424998043143,0,900000000.0,0
29,Federal-gov,97837,Some-college,10,Separated,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,0,2824,40,Japan,0.0,0,2837273,290,2.8999999970999997,0,2900000000.0,81896,0.010269121812994797,1160,-11,0.72499999981875,978370,9783.699990216299,0,9783700000000.0,276291688,34.64483002820593,3913480,2445.9249993885187,0,1000000000.0,1
54,Federal-gov,176264,Doctorate,16,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,2042,55,Jamaica,0.0,0,9518256,864,3.3749999978906247,0,5400000000.0,110268,0.02644466209585483,2970,-1,0.9818181816396694,2820224,11016.499993114687,0,17626400000000.0,359931088,86.31929480858805,9694520,3204.799999417309,0,1600000000.0,1
20,Federal-gov,320209,5th-6th,3,Never-married,Tech-support,Own-child,Black,Male,0,0,38,China,0.0,0,6404180,60,6.666666644444445,0,2000000000.0,0,2000000000.0,760,-18,0.5263157893351801,960627,106736.33297754556,0,32020900000000.0,0,32020900000000.0,12167942,8426.552629361433,0,300000000.0,0
53,State-gov,155461,Preschool,1,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,60,Japan,0.0,0,8239433,53,52.999999470000006,0,5300000000.0,0,5300000000.0,3180,-7,0.8833333331861111,155461,155460.99844539003,0,15546100000000.0,0,15546100000000.0,9327660,2591.0166662348306,0,100000000.0,0
37,Local-gov,271986,11th,7,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,5178,0,55,United-States,8.552367266423891,0,10063482,259,5.285714278163265,191586,0.007145616067966115,0,3700000000.0,2035,-18,0.6727272726049587,1903902,38855.14280163551,1408343508,52.52723059086032,0,27198600000000.0,14959230,4945.199999100872,36246,0.0013518733101557515,0
50,Self-emp-not-inc,369713,11th,7,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,0,0,45,South,0.0,0,18485650,350,7.142857132653061,0,5000000000.0,0,5000000000.0,2250,5,1.1111111108641976,2587991,52816.142781691226,0,36971300000000.0,0,36971300000000.0,16637085,8215.844442618702,0,700000000.0,1
64,State-gov,273490,Some-college,10,Married-AF-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,China,0.0,0,17503360,640,6.3999999936,0,6400000000.0,0,6400000000.0,2560,24,1.5999999996,2734900,27348.999972651,0,27349000000000.0,0,27349000000000.0,10939600,6837.2499982906875,0,1000000000.0,0
27,Local-gov,196049,Assoc-voc,11,Married-spouse-absent,Sales,Unmarried,Asian-Pac-Islander,Female,7688,0,25,El-Salvador,8.94754601503218,0,5293323,297,2.4545454523140493,207576,0.0035119667013481896,0,2700000000.0,675,2,1.0799999995679999,2156539,17822.636347433967,1507224712,25.500650364170784,0,19604900000000.0,4901225,7841.959996863216,84568,0.0014308012486974105,0
63,Without-pay,122767,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,Other,Female,0,0,60,China,0.0,0,7734321,567,6.999999992222222,0,6300000000.0,0,6300000000.0,3780,3,1.049999999825,1104903,13640.777762621357,0,12276700000000.0,0,12276700000000.0,7366020,2046.1166663256472,0,900000000.0,1
49,Without-pay,136530,9th,5,Divorced,Handlers-cleaners,Unmarried,Other,Female,0,0,60,England,0.0,0,6689970,245,9.7999999804,0,4900000000.0,0,4900000000.0,2940,-11,0.8166666665305555,682650,27305.999945388,0,13653000000000.0,0,13653000000000.0,8191800,2275.49999962075,0,500000000.0,0
43,Private,345170,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,50,Philippines,0.0,0,14842310,172,10.749999973125,0,4300000000.0,0,4300000000.0,2150,-7,0.859999999828,1380680,86292.49978426876,0,34517000000000.0,0,34517000000000.0,17258500,6903.39999861932,0,400000000.0,0
37,Without-pay,197729,9th,5,Married-AF-spouse,Armed-Forces,Other-relative,Other,Female,14084,0,40,Philippines,9.552865680310473,1,7315973,185,7.3999999852,521108,0.002627094575402849,0,3700000000.0,1480,-3,0.92499999976875,988645,39545.7999209084,2784815236,14.039264413508917,0,19772900000000.0,7909160,4943.2249987641935,70420,0.00035501278045984447,1
47,Self-emp-not-inc,303849,Assoc-acdm,12,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,99999,0,50,Mexico,11.512925464970229,1,14280903,564,3.9166666634027774,4699953,0.0004700047000469535,0,4700000000.0,2350,-3,0.939999999812,3646188,25320.749978899374,30384596151,3.0385203852035483,0,30384900000000.0,15192450,6076.979998784604,1199988,0.00012000120001198812,0
65,Without-pay,189838,10th,6,Separated,Prof-specialty,Unmarried,White,Female,2174,0,45,Puerto-Rico,7.684783943522785,0,12339470,390,10.833333315277779,141310,0.02989880404770056,0,6500000000.0,2925,20,1.4444444441234567,1139028,31639.66661393389,412707812,87.32198712011352,0,18983800000000.0,8542710,4218.622221284751,13044,0.0027598896044031284,0
30,Private,147621,7th-8th,4,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,99999,0,60,El-Salvador,11.512925464970229,1,4428630,120,7.49999998125,2999970,0.0003000030000299703,0,3000000000.0,1800,-30,0.49999999991666666,590484,36905.24990773688,14761952379,1.476224762247475,0,14762100000000.0,8857260,2460.3499995899415,399996,4.000040000399604e-05,1
40,Without-pay,145566,Some-college,10,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,0,0,55,Cuba,0.0,0,5822640,400,3.9999999959999997,0,4000000000.0,0,4000000000.0,2200,-15,0.7272727271404958,1455660,14556.5999854434,0,14556600000000.0,0,14556600000000.0,8006130,2646.6545449733353,0,1000000000.0,0
35,Self-emp-not-inc,92245,9th,5,Separated,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,0,0,45,India,0.0,0,3228575,175,6.999999986,0,3500000000.0,0,3500000000.0,1575,-10,0.7777777776049383,461225,18448.999963102,0,9224500000000.0,0,9224500000000.0,4151025,2049.888888433358,0,500000000.0,0
23,Local-gov,208767,12th,8,Never-married,Transport-moving,Own-child,Black,Male,0,0,55,Cuba,0.0,0,4801641,184,2.87499999640625,0,2300000000.0,0,2300000000.0,1265,-32,0.41818181810578514,1670136,26095.874967380154,0,20876700000000.0,0,20876700000000.0,11482185,3795.7636356734974,0,800000000.0,0
61,Federal-gov,203878,Bachelors,13,Married-spouse-absent,Transport-moving,Unmarried,Asian-Pac-Islander,Male,99999,0,25,China,11.512925464970229,1,12436558,793,4.692307688698224,6099939,0.0006100061000609396,0,6100000000.0,1525,36,2.4399999990239998,2650414,15682.92306485929,20387596122,2.038800388003676,0,20387800000000.0,5096950,8155.119996737952,1299987,0.00013000130001298714,0
53,Without-pay,195371,11th,7,Divorced,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,0,2042,20,Jamaica,0.0,0,10354663,371,7.571428560612245,0,5300000000.0,108226,0.025954946131116773,1060,33,2.649999998675,1367597,27910.142817271226,0,19537100000000.0,398947582,95.67629774683803,3907420,9768.549995115725,0,700000000.0,0
41,Local-gov,207455,Assoc-voc,11,Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,0,0,60,Canada,0.0,0,8505655,451,3.727272723884297,0,4100000000.0,0,4100000000.0,2460,-19,0.6833333332194444,2282005,18859.54543740041,0,20745500000000.0,0,20745500000000.0,12447300,3457.5833327570695,0,1100000000.0,0
40,Private,211700,HS-grad,9,Separated,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,2174,0,55,Japan,7.684783943522785,0,8468000,360,4.444444439506173,86960,0.01839926402935419,0,4000000000.0,2200,-15,0.7272727271404958,1905300,23522.22219608642,460235800,97.37810487535705,0,21170000000000.0,11643500,3849.090908391074,19566,0.004139834406604693,0
21,Local-gov,112855,Assoc-acdm,12,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,0,0,40,Germany,0.0,0,2369955,252,1.7499999985416665,0,2100000000.0,0,2100000000.0,840,-19,0.52499999986875,1354260,9404.58332549618,0,11285500000000.0,0,11285500000000.0,4514200,2821.3749992946564,0,1200000000.0,1
40,Private,381964,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,30,Puerto-Rico,0.0,0,15278560,560,2.857142855102041,0,4000000000.0,0,4000000000.0,1200,10,1.3333333328888888,5347496,27283.142837654897,0,38196400000000.0,0,38196400000000.0,11458920,12732.133329089289,0,1400000000.0,1
46,Federal-gov,333105,12th,8,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,45,Cuba,0.0,0,15322830,368,5.7499999928125,0,4600000000.0,0,4600000000.0,2070,1,1.0222222219950616,2664840,41638.12494795234,0,33310500000000.0,0,33310500000000.0,14989725,7402.33333168837,0,800000000.0,0
37,State-gov,234450,9th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Mexico,0.0,0,8674650,185,7.3999999852,0,3700000000.0,0,3700000000.0,1480,-3,0.92499999976875,1172250,46889.99990622,0,23445000000000.0,0,23445000000000.0,9378000,5861.249998534688,0,500000000.0,0
54,Self-emp-inc,91434,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Female,0,0,38,Canada,0.0,0,4937436,486,5.999999993333333,0,5400000000.0,0,5400000000.0,2052,16,1.421052631204986,822906,10159.333322045184,0,9143400000000.0,0,9143400000000.0,3474492,2406.157894103643,0,900000000.0,0
24,Self-emp-not-inc,330040,12th,8,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,0.0,0,7920960,192,2.9999999962499997,0,2400000000.0,0,2400000000.0,1440,-36,0.39999999993333335,2640320,41254.99994843124,0,33004000000000.0,0,33004000000000.0,19802400,5500.666665749889,0,800000000.0,1
53,Without-pay,216355,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Other,Male,5178,0,50,Germany,8.552367266423891,0,11466815,530,5.299999994699999,274434,0.010235612205464976,0,5300000000.0,2650,3,1.059999999788,2163550,21635.4999783645,1120286190,41.783507145535374,0,21635500000000.0,10817750,4327.09999913458,51780,0.0019312475859367879,1
